number,account,priority,sys_created_on,state,short_description,description,sys_updated_on,assignment_group,assigned_to,product,resolved_at,sys_mod_count,u_problem,SLA_task,SLA_Business_Time_seconds,SLA_Duration_seconds,SLA_Business_Time,SLA_Duration,trend,trend_auto
CS1727616,Luton And Dunstable Hospital NHS Foundation Trust,3 - Medium,02/02/2026 13:28:27,Closed,Symphony suspended messages,"Hi support,

Since 2025-11-11 10:00 we have seen messages from our Ice results to Symphony suspend on our TIE.
The total suspended messages: 3485
Ack received back:

ERROR <Ens>ErrSuspending: Suspending message 1245447453 as requested by message handler with status: ERROR <Ens>ErrGeneral: Suspending HL7 Message body 10@EnsLib.HL7.Message / 328063550 because response 6@EnsLib.HL7.Message MSA code 'AE' matched ReplyCodeActions 1-6 : ':?R=RF,:?E=S,:~=S,:?A=C,:*=S,:I?=W', resulting in Action code S : MSH|^~\&|SYMPHONY|SymphonyDAD|ICE||20260202124726||ORU^R01|20260202124726774+0|T|2.4|||||||| MSA|AE|20260202124726774+0||||

HL7 Message contents:

MSH|^~\&|ICE^ICE|REPORTING|||20260202124717||ORU^R01|20260202124726774+0|P|2.4|28927218||AL|AL|||
PID|1||V074863^^^RC100^MRN~7274342002^^^NHS^NHS||Removed patient information
PV1|1||BACCEM|||||B5200396^BRIGGS|B5200396^BRIGGS||||||||||||
ORC|RE|56135101|||||||202601310700|||B5200396^BRIGGS|BACCEM^^^^^^^^Accident & Emergency||||||||
OBR|1|56135101|26B50080157|COMA^REQUEST COMMENT (BIOCHEMISTRY/ENDOCRINOLOGY)^LC|||202601301748|||||||202601310700|T034&Blood^Blood|B5200396^BRIGGS||||26B50080157||202602021246||ICE|F|||||||||||
OBX|1|ST|COMA^Request Comment (Biochemistry/Endocrinology)^LC||||||||F|||202601301748|26B50080157|
NTE|1|T|Request received to add tests to previous sample|
NTE|2|T|Laboratory number:25b50109577|
NTE|3|T|Date additional request received - 31/01/26|
NTE|4|T|Time additional request received - 07:01|
OBR|2|56135101|26B50080157|TFT^THYROID FUNCTION (FT4 \T\ TSH)^LC|||202601301748|||||||202601310700|T034&Blood^Blood|B5200396^BRIGGS||||26B50080157||202602021246||ICE|F|||||||||||
OBX|1|ST|FT4^Free Thyroxine (FT4)^LC||Request not processed||||||F|||202601301748|26B50080157|
OBX|2|ST|TSH^Thyroid Stimulating Hormone (TSH)^LC||||||||F|||202601301748|26B50080157|
NTE|1|T|Request not processed|
NTE|2|T|Too early to fully assess the change in result|
NTE|3|T|or response to treatment. We recommend repeat|
NTE|4|T|testing after at least 3 months to fully assess|
NTE|5|T|the effect of replacement in hypothyroid patients|
NTE|6|T|and 2-4 weeks in patients on anti-thyroid therapy.|
NTE|7|T|If on review there are other indications and the|
NTE|8|T|test is considered to contribute to patient care,|
NTE|9|T|please contact the laboratory. The sample will|
NTE|10|T|be held for three days.|
NTE|11|T|See 22/1/26|



Can you advise why the messages are suspending?

Kind regards,
Tommy Hall",12/03/2026 11:17:52,Acute Care Symphony Support Level 2,Sheree Chadwick,Symphony,26/02/2026 00:19:34,57,,CS1727616,131420.0,304220.0,"1 days, 12 hrs, 30 mins","3 days, 12 hrs, 30 mins",Reporting & Analytics / Reporting,
CS1727623,South Tees Hospitals NHS Foundation Trust,3 - Medium,02/02/2026 13:40:18,Closed,Soft deleted account,"Hello
It looks like account jcbakerw is soft deleted. I've just unlocked the account but it's no longer showing when searching for the account.
Thanks
Paul",02/02/2026 15:45:24,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,02/02/2026 15:34:14,18,,CS1727623,5734.0,5734.0,"1 hrs, 35 mins","1 hrs, 35 mins",Other,
CS1727681,Aneurin Bevan University Healthboard,3 - Medium,02/02/2026 14:25:40,Closed,User Account Not Visible,"Have been in via staff management to unsuspend a user account, user name Denise Player, successfully unsuspended account however when attempting to go back into account to check access and searching for user by name, it comes back with No matches meeting the search criteria were found, when I know it exists as I juts amended the leaving date on the account and unsuspended it.  This user is on duty now and needs access",02/02/2026 15:01:45,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,02/02/2026 14:47:24,15,,CS1727681,1025.0,1025.0,17 mins,17 mins,Other,Audit / IG / access investigation
CS1727777,South Tees Hospitals NHS Foundation Trust,3 - Medium,02/02/2026 15:37:44,Closed,Update required to network path,"Hello

We need to move the Midas network path from \\stnas1\Midas to \\stds\servershar$\Symphony\Midas

Is this something that can be done?
I've tried doing myself but I'm not am not able to type the address into the field and can't browse to the required location.

Can this be done on the Test environment initially to ensure it works before updating the Training and Live environments?

thanks

Paul",13/02/2026 14:18:29,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,13/02/2026 13:44:36,16,,CS1727777,84042.0,256842.0,"23 hrs, 20 mins","2 days, 23 hrs, 20 mins",User Guidance & Training / Training,
CS1728328,Health Service Executive,3 - Medium,03/02/2026 11:31:25,Closed,Clinics on Symphony,We are trying to extract data from symphony so that we can report on the number of patients that have attended each clinic on symphony. We need the breakdown per clinic by clinic name. We are unable to see at all the field that has the clinic name. Can you let us know please on the backend what field we need to include in extract to be able to identify the clinic name? currently we can only capture how many attended all clinics. This is for both ED and AMAU dept on 1. Naas live and 2. Naas Test,24/02/2026 09:07:28,Acute Care Symphony Support Level 1,Sheree Chadwick,Symphony,10/02/2026 09:07:11,17,,CS1728328,4279.0,4294.0,"1 hrs, 11 mins","1 hrs, 11 mins",Other,DAD / HL7 / interface messaging
CS1728432,South Tees Hospitals NHS Foundation Trust,3 - Medium,03/02/2026 12:26:15,Closed,Test DAD restart,"Paul has requested a restart of the test DAD service, via Camis",03/02/2026 13:36:08,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,03/02/2026 12:49:26,9,,CS1728432,1391.0,1391.0,23 mins,23 mins,Other,DAD / HL7 / interface messaging
CS1729164,Brighton And Sussex University Hospitals NHS Trust,3 - Medium,04/02/2026 11:05:23,On hold,Integration Flags issue for new Patientrack Process,"Trust identified an issue when retrospective obs are recorded on patientrack and received via integration (this is a new functionality the Trust have in Production and are looking to progress in to live in February 2026)

When these are recorded retrospectively in patient track they are shown in Symphony in a different order and not in chronological order, symphony integration fail to recognize the NEWS score is a retrospective score and change the score in the symphony tracking grid.

Example.
- Last set of obs is done at 11.00 NEWS=5
- staff record retrospective obs that were done at 10.00 with NEWS=0
- the NEWS in the Symphony tracking grid should remain 5 (as last set of observation) , instead the NEWS score changed to 'zero'.

this introduces a clinical risk:
- discrepancy on what symphony tracking grid and patientrack chart/screens is displaying ( patientrack is the single source of truth)
- risk of staff only looking at symphony and not double checking in patientrack , hence clinical decision/escalation might be missed or based on 'old' score. 

integration issue- symphony , potential high use of retrospective obs functionality  for highly acute patients (esp in RESUS) 

at the moment no existing control ( only education and comms) ",06/07/2026 13:53:19,Acute Care Symphony Support Level 2,Lee Booth,Symphony,,26,PRB0053378,,,,,,Other,DAD / HL7 / interface messaging
CS1731024,North West Anglia NHS Foundation Trust,3 - Medium,06/02/2026 15:08:56,Closed,restart SCR/CPIS,"Afternoon,
can you do the usual jboss/iis/dad restart please?
we've had reception call about ""slow attendances"" yesterday and its only just been passed to us application type people to know what has happened.
just getting a barber pole or white page (timeout)
thanks very much",06/02/2026 17:00:07,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,06/02/2026 16:59:01,18,,CS1731024,6275.0,6275.0,"1 hrs, 44 mins","1 hrs, 44 mins",Other,DAD / HL7 / interface messaging
CS1731354,Isle Of Wight NHS Trust,3 - Medium,09/02/2026 08:29:23,Closed,ECDS reports not pulled through,"Last ECDS report on Friday 6th Feb, none from 7th, 8th or 9th",26/02/2026 10:11:27,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,12/02/2026 10:11:18,40,,CS1731354,75162.0,192199.0,"20 hrs, 52 mins","2 days, 5 hrs, 23 mins",Other,Reporting / SSRS / dashboards
CS1731473,Western Health and Social Care Trust,3 - Medium,09/02/2026 09:46:51,Closed,'Transaction log for database full',"Hi, we cannot access symphony today",10/02/2026 15:13:43,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,09/02/2026 14:46:37,28,,CS1731473,8611.0,8611.0,"2 hrs, 23 mins","2 hrs, 23 mins",Other,Audit / IG / access investigation
CS1732496,Leeds Teaching Hospitals NHS Trust,3 - Medium,10/02/2026 09:37:02,Closed,BRM department remove grey team,Can you please remove the grey team from BRM department,27/02/2026 23:19:11,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,13/02/2026 11:40:14,19,,CS1732496,103389.0,189789.0,"1 days, 4 hrs, 43 mins","2 days, 4 hrs, 43 mins",Other,Clinical workflow / DEP / clinic / BRM
CS1733508,Swansea Bay University Health Board,3 - Medium,11/02/2026 10:45:31,Closed,DHCW Integration services unable to send Pathology results to WEDS symphony,"DHCW Integration services are currently unable to send Pathology results to WEDS on endpoint: sbuwedseie_prod.cymru.nhs.uk: 18121
“…ServiceExecutionException: WEDS_SBHB_Pathology_Result_Sender : Unable to send the message to the server
caused by
java.net.SocketException: Socket closed…”
Port query is showing as “Listening”
Currently have a queue of 1158 messages trying to send",25/02/2026 15:15:30,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,11/02/2026 15:14:46,16,,CS1733508,14670.0,14670.0,"4 hrs, 4 mins","4 hrs, 4 mins",Other,DAD / HL7 / interface messaging
CS1733630,South Tees Hospitals NHS Foundation Trust,3 - Medium,11/02/2026 11:59:52,Closed,Restart of Symphony DAD required.,"Hello
Please could Symphony DAD be restarted as a new Special Case indicator has been added to the system.
Thanks
Paul",11/02/2026 15:39:27,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,11/02/2026 15:26:32,14,,CS1733630,11420.0,11420.0,"3 hrs, 10 mins","3 hrs, 10 mins",Other,DAD / HL7 / interface messaging
CS1734133,South Tees Hospitals NHS Foundation Trust,3 - Medium,12/02/2026 09:36:33,Closed,Deleted account,"Hello
Please could you remove the soft delete on user account jcsstill.
Thanks
Paul",13/02/2026 10:00:49,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,13/02/2026 09:58:42,17,,CS1734133,26631.0,84231.0,"7 hrs, 23 mins","23 hrs, 23 mins",Other,
CS1734762,Tallaght University Hospital,3 - Medium,13/02/2026 01:41:18,Closed,User needs password reset,User T18009340 needs a password reset. Contact is Karl Tipping +353 87 991 4282.,27/02/2026 11:17:43,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,13/02/2026 01:55:28,8,,CS1734762,0.0,850.0,,14 mins,Other,Login / access / permissions
CS1734959,Swansea Bay University Health Board,3 - Medium,13/02/2026 10:30:23,Closed,Duty Clinician Date Expired,"Consultant Nurse who is usually always shown as the duty clinician, has reported that since 1/1/26 their name is no longer showing on discharge summaries sent to GPs. After investigating, it looks as though an end date was set for 31/12/25 (see screenshot). To reinstate should we select edit to change the end date in duty clinician history or should we select add on duty clinician management screen?",06/03/2026 11:17:22,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,20/02/2026 08:25:59,23,,CS1734959,21168.0,74927.0,"5 hrs, 52 mins","20 hrs, 48 mins",Other,Clinical workflow / DEP / clinic / BRM
CS1735135,Mid Yorkshire Teaching NHS Trust,3 - Medium,13/02/2026 12:50:47,Closed,FW: List of patients with Penicillamine as allergy,"STOP! Unless you are EXPECTING THIS EMAIL do NOT click on any links, or open any attachments. This may be a phishing email that could compromise our security.


Please can audit be extracted for below:



I have used the eAudit functionality but found 0 results. Can you do a deeper dive in the backend and query the Allergies in Indicators to see if Penicillamine has been added to a pt please?



I searched by the below criteria in eAudit but this didn't bring up any results.



  *   Patient details - Indicators - Allergies - Other
  *   Patient details - Indicators - Specify Allergies - Contains - (added a few different variations for penicillamine)



Thanks.

Aamir Maqsud

Digital Systems Manager

The Mid Yorkshire Teaching NHS Trust

Dewsbury & District Hospital

Halifax Road, Dewsbury,

West Yorkshire, WF13 4HS



From: MCNALLY, Daniel (MID YORKSHIRE TEACHING NHS TRUST) <daniel.mcnally@nhs.net<mailto:daniel.mcnally@nhs.net>>
Sent: 09 February 2026 14:25
To: MAQSUD, Aamir (MID YORKSHIRE TEACHING NHS TRUST) <aamir.maqsud@nhs.net<mailto:aamir.maqsud@nhs.net>>; BAXTER, Rebecca (MID YORKSHIRE TEACHING NHS TRUST) <rebecca.baxter5@nhs.net<mailto:rebecca.baxter5@nhs.net>>
Subject: List of patients with Penicillamine as allergy



Will you be able to run me a report of patients in symphony with the allergy



""penicillamine""



recorded



Patient safety alert about it



National patient safety alert - harm from incorrect recording of a penicillin allergy as a penicillamine allergy<https://urldefense.com/v3/__https://www.england.nhs.uk/wp-content/uploads/2025/11/national-patient-safety-alert-penicillamine-allergy-recording.pdf__;!!IJLR5QJm7ttc!kSfAFSIUzTlU3KQHkq2Bux3A1GspmpeLAY5kwMOuwtQOjasMd9KG9EzK812jfYplYiZG8ZoKuNCfTKsNw5YP$>



ideally need unit number, names, list of allergies recorded, date allergy recorded, if way of excluding deceased patients as well would be helpful



Cheers



Dr Daniel McNally



Consultant in Acute Medicine

Associate Chief Clinical Information Officer for the Acute Care Division

Deputy Head of Clinical Service for Acute Medicine



Mobile via 01924 541000

Secretary: 01924 542267 (52267)


************************************************************************************** ******************************

This message may contain confidential information. If you are not the intended recipient please:
i) inform the sender that you have received the message in error before deleting it; and
ii) do not disclose, copy or distribute information in this e-mail or take any action in relation to its content (to do so is strictly prohibited and may be unlawful).
Thank you for your co-operation.

NHS.net Connect is the secure email, collaboration and directory service available for all NHS staff in England. NHS.net Connect is approved for exchanging patient data and other sensitive information with NHS.net Connect and other accredited email services.

For more information and to find out how you can switch visit Joining NHS.net Connect - NHS.net Connect Support<https://urldefense.com/v3/__https://support.nhs.net/article-categories/joining-nhsmail/__;!!IJLR5QJm7ttc!kSfAFSIUzTlU3KQHkq2Bux3A1GspmpeLAY5kwMOuwtQOjasMd9KG9EzK812jfYplYiZG8ZoKuNCfTJ_pN21C$>",04/03/2026 11:16:12,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,18/02/2026 10:56:54,18,,CS1735135,24278.0,254678.0,"6 hrs, 44 mins","2 days, 22 hrs, 44 mins",Notifications & Communications / Email,
CS1735426,Health Service Executive,3 - Medium,13/02/2026 15:10:21,Closed,GP not Letters pulling the Diagnosis from Symphony ,"We seem to be having problems with the GP Letters pulling the Diagnosis from Symphony please see attached an example (1st attachment)

This is what is in the system for this patient (2nd attachment)

Could you have a look at this for us please and let me know 
",18/03/2026 00:31:27,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,04/03/2026 00:29:29,26,,CS1735426,62250.0,179083.0,"17 hrs, 17 mins","2 days, 1 hrs, 44 mins",Other,DAD / HL7 / interface messaging
CS1735935,Wye Valley NHS Trust,3 - Medium,15/02/2026 14:09:23,Closed,Dad restart required,"DAD restart required as messages are not getting through
Contact is Jayne Carr 01432 372914 hereford.edreception@nhs.net",20/02/2026 08:02:07,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,16/02/2026 08:01:50,13,,CS1735935,0.0,64347.0,,"17 hrs, 52 mins",Other,DAD / HL7 / interface messaging
CS1736336,Swansea Bay University Health Board,3 - Medium,16/02/2026 12:05:38,Closed,Link to WCP not loading,"Users report they are unable to access WCP via the link in the next action menu. Not getting an error message,  just blank screen with egg timer. Was working ok last week.",03/03/2026 11:16:59,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,17/02/2026 09:42:39,14,,CS1736336,9312.0,9312.0,"2 hrs, 35 mins","2 hrs, 35 mins",Other,Audit / IG / access investigation
CS1737589,South Tees Hospitals NHS Foundation Trust,3 - Medium,18/02/2026 08:58:39,Closed,Audit request,"Hello
Would it be possible to provide details of all staff that have accessed the patient record and or attendances for patient D081807?
Thanks
Paul",19/02/2026 11:37:26,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,18/02/2026 15:59:22,12,,CS1737589,2124.0,2205.0,35 mins,36 mins,Other,Audit / IG / access investigation
CS1738233,Gibraltar Health Authority (GHA),3 - Medium,18/02/2026 23:08:33,Closed,"OOH call, Symphony lost connection","Call from site to say Symphony has gone down, no one can connect. When trying getting a message to say server not found.
Gibraltar IT had made some changes earlier in the evening regards cable replacement and removing/replacing a switch that is EOL.",13/03/2026 13:53:27,Acute Care Symphony Support Level 2,Lee Booth,Symphony,27/02/2026 13:51:31,20,,CS1738233,15297.0,50784.0,"4 hrs, 14 mins","14 hrs, 6 mins",Other,DAD / HL7 / interface messaging
CS1739585,South Tees Hospitals NHS Foundation Trust,3 - Medium,20/02/2026 15:24:57,Closed,Account soft deleted,"Hello
Account jceatkin has a soft delete on it. The account had a Leaving Date that had passed on it, I set that back to the default date and the account is no longer available to select. This happens every time I change the leaving date back to the default date on accounts.
Please could the soft delete be removed?
Thanks
Paul",23/02/2026 14:35:35,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,23/02/2026 14:33:50,18,,CS1739585,23874.0,254274.0,"6 hrs, 37 mins","2 days, 22 hrs, 37 mins",Other,
CS1739668,Children's Health Ireland,3 - Medium,20/02/2026 18:52:04,Closed,Patients not going across from iPMS to Symphony,"Hello,

Crumlin ED department have been on to us over new patients registered on iPMS not showing on Symphony. We have restarted the Symphony DAD and checked the Rhapsody integration engine and could find no issues. When I registered a patient about half an hour ago it appeared but just got a call from ED to state H01841028 was registered and not coming across. Can you please see if you can see anything to indicate why? Please call Dawn on 00353873435739 with updates as she is on call covering this issue. 

Thanks",09/03/2026 11:17:45,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,23/02/2026 08:46:30,7,,CS1739668,0.0,222866.0,,"2 days, 13 hrs, 54 mins",Other,DAD / HL7 / interface messaging
CS1739937,South Tees Hospitals NHS Foundation Trust,3 - Medium,23/02/2026 10:27:27,Closed,Restart of DAD required,"Hello
Could the Live Symphony DAD service be restarted so that it picks up a new Special Case indicator?
Thanks
Paul",27/02/2026 11:17:09,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,27/02/2026 09:41:38,8,,CS1739937,112451.0,342851.0,"1 days, 7 hrs, 14 mins","3 days, 23 hrs, 14 mins",Other,DAD / HL7 / interface messaging
CS1742210,Western Sussex Hospitals NHS Trust,3 - Medium,26/02/2026 10:00:11,Closed,Worthing - A08,"Morning, can you remove the A08 outbound message for WE-26-015966-1? It has been in the queue and is unable to process for >24 hrs",27/02/2026 08:38:49,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,27/02/2026 08:12:19,20,,CS1742210,16704.0,16824.0,"4 hrs, 38 mins","4 hrs, 40 mins",Other,DAD / HL7 / interface messaging
CS1742764,Health Service Executive,3 - Medium,26/02/2026 16:40:13,Closed,Extracts not running,"Hope you don’t mind me contacting yourselves directly. Rebecca is currently unavailable.

Symphony ED Connolly data is sent across via the server to MedModus for the BI reporting and analytics .

The extracts are not being received on time since yesterday, with the long delays between the extracts (normally these are sent every hour during a day). The last extract has come through this morning at 11am.

I have raised same with the Connolly IT – please see the email below.
 T: 0857 – 262 - 450    |    @Marzena.Przybylik@hse.ie 

Can you please check it at your end?

Also, please let me know if I need to log the issue via another channel.

 

I appreciate your assistance.

Thank you

 

Regards

Marzena",16/03/2026 12:55:28,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,02/03/2026 12:54:29,20,,CS1742764,27934.0,85534.0,"7 hrs, 45 mins","23 hrs, 45 mins",Reporting & Analytics / Reporting,
